id,id_index,id_2,icon,typeSkill,typeBuff,name,typeEffSkill,range,rangeLan,nTarget,damage,manaLost,timeDelay,nKick,info,Lv_RQ,percentLv,typeDevil,option,EffSpec,LvDevilSkill,phanTramDevilSkill
133,126,0,6,1,0,Hắc cước,44,50,50,1,58,0,1000,2,Cú đá in hằn dấu chân lên đối phương.,7,0,0,[],"[0,-1,-1]",0,0
134,127,0,6,1,0,Hắc cước,44,50,50,1,68,0,1000,2,Cú đá in hằn dấu chân lên đối phương.,8,0,0,[],"[0,-1,-1]",0,0
135,128,0,6,1,0,Hắc cước,44,50,50,1,80,0,1000,2,Cú đá in hằn dấu chân lên đối phương.,9,0,0,[],"[0,-1,-1]",0,0
136,129,0,6,1,0,Hắc cước,124,50,50,1,93,0,1000,3,Cú đá in hằn dấu chân lên đối phương.,10,0,0,"[[28,4],[29,50],[30,20]]","[4,50,20]",0,0
137,130,0,6,1,0,Hắc cước,124,50,50,1,107,0,1000,3,Cú đá in hằn dấu chân lên đối phương.,11,0,0,"[[28,4],[29,50],[30,22]]","[4,50,22]",0,0
138,131,0,6,1,0,Hắc cước,124,50,50,1,122,0,1000,3,Cú đá in hằn dấu chân lên đối phương.,12,0,0,"[[28,4],[29,60],[30,24]]","[4,60,24]",0,0
139,132,0,6,1,0,Hắc cước,124,50,50,1,139,0,1000,3,Cú đá in hằn dấu chân lên đối phương.,13,0,0,"[[28,4],[29,60],[30,26]]","[4,60,26]",0,0
140,133,0,6,1,0,Hắc cước,124,50,50,1,157,0,1000,3,Cú đá in hằn dấu chân lên đối phương.,14,0,0,"[[28,4],[29,70],[30,28]]","[4,70,28]",0,0
141,134,0,6,1,0,Hắc cước,186,50,50,1,177,0,1000,4,Cú đá in hằn dấu chân lên đối phương.,15,0,0,"[[28,4],[29,70],[30,30]]","[4,70,30]",0,0
142,135,0,6,1,0,Hắc cước,186,50,50,1,198,0,1000,4,Cú đá in hằn dấu chân lên đối phương.,16,0,0,"[[28,4],[29,80],[30,32]]","[4,80,32]",0,0
143,136,0,6,1,0,Hắc cước,186,50,50,1,220,0,1000,4,Cú đá in hằn dấu chân lên đối phương.,17,0,0,"[[28,4],[29,80],[30,34]]","[4,80,34]",0,0
144,137,0,6,1,0,Hắc cước,186,50,50,1,244,0,1000,4,Cú đá in hằn dấu chân lên đối phương.,18,0,0,"[[28,4],[29,90],[30,36]]","[4,90,36]",0,0
145,138,0,6,1,0,Hắc cước,186,50,50,1,269,0,1000,4,Cú đá in hằn dấu chân lên đối phương.,19,0,0,"[[28,4],[29,90],[30,38]]","[4,90,38]",0,0
146,139,0,6,1,0,Hắc cước,218,50,50,1,295,0,1000,5,Cú đá in hằn dấu chân lên đối phương.,20,0,0,"[[28,4],[29,100],[30,40]]","[4,100,40]",0,0
147,140,1,7,1,0,Knock out,47,120,120,1,80,2,4000,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,1,0,0,"[[28,4],[29,60],[30,20]]","[4,60,20]",0,0
148,140,1,7,1,0,Knock out,47,120,120,1,80,2,4000,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,-1,0,0,"[[28,4],[29,60],[30,20]]","[4,60,20]",0,0
150,141,1,7,1,0,Knock out,47,120,120,1,89,2,3900,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,2,0,0,"[[28,4],[29,70],[30,21]]","[4,70,21]",0,0
151,142,1,7,1,0,Knock out,47,120,120,1,99,2,3800,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,3,0,0,"[[28,4],[29,80],[30,22]]","[4,80,22]",0,0
152,143,1,7,1,0,Knock out,47,120,120,1,115,2,3700,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,4,0,0,"[[28,4],[29,90],[30,23]]","[4,90,23]",0,0
153,144,1,7,1,0,Knock out,48,120,120,1,134,3,3600,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,5,0,0,"[[10,50],[11,50],[28,4],[29,100],[30,24]]","[4,100,24]",0,0
154,145,1,7,1,0,Knock out,48,120,120,1,158,3,3500,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,6,0,0,"[[10,50],[11,60],[28,4],[29,110],[30,25]]","[4,110,25]",0,0
155,146,1,7,1,0,Knock out,48,120,120,1,186,3,3400,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,7,0,0,"[[10,50],[11,70],[28,4],[29,120],[30,26]]","[4,120,26]",0,0
156,147,1,7,1,0,Knock out,48,120,120,1,218,3,3300,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,8,0,0,"[[10,50],[11,80],[28,4],[29,130],[30,27]]","[4,130,27]",0,0
157,148,1,7,1,0,Knock out,48,120,120,1,255,3,3200,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,9,0,0,"[[10,50],[11,90],[28,4],[29,140],[30,28]]","[4,140,28]",0,0
158,149,1,7,1,0,Knock out,125,120,120,1,296,5,3100,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,10,0,0,"[[10,60],[11,100],[28,4],[29,150],[30,29]]","[4,150,29]",0,0
159,150,1,7,1,0,Knock out,125,120,120,1,342,5,3000,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,11,0,0,"[[10,60],[11,110],[28,4],[29,160],[30,30]]","[4,160,30]",0,0
160,151,1,7,1,0,Knock out,125,120,120,1,391,5,2900,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,12,0,0,"[[10,60],[11,120],[28,4],[29,170],[30,31]]","[4,170,31]",0,0
161,152,1,7,1,0,Knock out,125,120,120,1,445,5,2800,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,13,0,0,"[[10,60],[11,130],[28,4],[29,180],[30,32]]","[4,180,32]",0,0
162,153,1,7,1,0,Knock out,125,120,120,1,504,5,2700,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,14,0,0,"[[10,60],[11,140],[28,4],[29,190],[30,33]]","[4,190,33]",0,0
163,154,1,7,1,0,Knock out,187,120,120,1,566,8,2600,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,15,0,0,"[[10,70],[11,150],[28,4],[29,200],[30,34]]","[4,200,34]",0,0
164,155,1,7,1,0,Knock out,187,120,120,1,634,8,2500,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,16,0,0,"[[10,70],[11,160],[28,4],[29,210],[30,35]]","[4,210,35]",0,0
165,156,1,7,1,0,Knock out,187,120,120,1,705,8,2400,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,17,0,0,"[[10,70],[11,170],[28,4],[29,220],[30,36]]","[4,220,36]",0,0
166,157,1,7,1,0,Knock out,187,120,120,1,781,8,2300,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,18,0,0,"[[10,70],[11,180],[28,4],[29,230],[30,37]]","[4,230,37]",0,0
167,158,1,7,1,0,Knock out,187,120,120,1,861,8,2200,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,19,0,0,"[[10,70],[11,190],[28,4],[29,240],[30,38]]","[4,240,38]",0,0
168,159,1,7,1,0,Knock out,219,120,120,1,945,8,2100,1,Lao đến đối phương và tung một cú đá khiến đối thủ bật lên cao.,20,0,0,"[[10,80],[11,200],[28,4],[29,250],[30,39]]","[4,250,39]",0,0
169,160,2,8,1,0,Thịt băm,49,80,80,3,50,5,9000,1,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,1,0,0,[],"[0,-1,-1]",0,0
170,160,2,8,1,0,Thịt băm,49,80,80,3,50,5,9000,1,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,-1,0,0,[],"[0,-1,-1]",0,0
172,161,2,8,1,0,Thịt băm,49,80,80,3,55,5,8800,1,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,2,0,0,[],"[0,-1,-1]",0,0
173,162,2,8,1,0,Thịt băm,49,80,80,3,62,6,8600,1,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,3,0,0,[],"[0,-1,-1]",0,0
174,163,2,8,1,0,Thịt băm,49,80,80,3,72,6,8400,1,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,4,0,0,[],"[0,-1,-1]",0,0
175,164,2,8,1,0,Thịt băm,50,80,80,3,84,7,8200,2,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,5,0,0,[],"[0,-1,-1]",0,0
176,165,2,8,1,0,Thịt băm,50,80,80,3,99,7,8000,2,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,6,0,0,[],"[0,-1,-1]",0,0
177,166,2,8,1,0,Thịt băm,50,80,80,3,116,8,7800,2,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,7,0,0,[],"[0,-1,-1]",0,0
178,167,2,8,1,0,Thịt băm,50,80,80,3,136,8,7600,2,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,8,0,0,[],"[0,-1,-1]",0,0
179,168,2,8,1,0,Thịt băm,50,80,80,3,159,9,7400,2,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,9,0,0,[],"[0,-1,-1]",0,0
180,169,2,8,1,0,Thịt băm,12,80,80,4,185,9,7200,3,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,10,0,0,"[[28,3],[29,50],[30,10]]","[3,50,10]",0,0
181,170,2,8,1,0,Thịt băm,12,80,80,4,214,10,7000,3,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,11,0,0,"[[28,3],[29,50],[30,12]]","[3,50,12]",0,0
182,171,2,8,1,0,Thịt băm,12,80,80,4,245,10,6800,3,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,12,0,0,"[[28,3],[29,60],[30,14]]","[3,60,14]",0,0
183,172,2,8,1,0,Thịt băm,12,80,80,4,278,11,6600,3,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,13,0,0,"[[28,3],[29,60],[30,16]]","[3,60,16]",0,0
184,173,2,8,1,0,Thịt băm,12,80,80,4,315,11,6400,3,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,14,0,0,"[[28,3],[29,70],[30,18]]","[3,70,18]",0,0
185,174,2,8,1,0,Thịt băm,188,80,80,4,354,12,6200,4,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,15,0,0,"[[28,3],[29,70],[30,20]]","[3,70,20]",0,0
186,175,2,8,1,0,Thịt băm,188,80,80,4,396,12,6000,4,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,16,0,0,"[[28,3],[29,80],[30,22]]","[3,80,22]",0,0
187,176,2,8,1,0,Thịt băm,188,80,80,4,441,13,5800,4,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,17,0,0,"[[28,3],[29,80],[30,24]]","[3,80,24]",0,0
188,177,2,8,1,0,Thịt băm,188,80,80,4,488,13,5600,4,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,18,0,0,"[[28,3],[29,90],[30,26]]","[3,90,26]",0,0
189,178,2,8,1,0,Thịt băm,188,80,80,4,538,14,5400,4,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,19,0,0,"[[28,3],[29,90],[30,28]]","[3,90,28]",0,0
190,179,2,8,1,0,Thịt băm,220,80,80,4,591,14,5200,4,Tung liên hoàn cước nhịp nhàng như một đầu bếp đang băm thịt.,20,0,0,"[[28,3],[29,100],[30,30]]","[3,100,30]",0,0
191,180,0,9,1,0,Gậy chong chóng,16,60,60,1,25,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,1,0,0,"[[28,5],[29,60],[30,10]]","[5,60,10]",0,0
192,181,0,9,1,0,Gậy chong chóng,16,60,60,1,28,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,2,0,0,"[[28,5],[29,70],[30,11]]","[5,70,11]",0,0
193,182,0,9,1,0,Gậy chong chóng,16,60,60,1,31,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,3,0,0,"[[28,5],[29,80],[30,12]]","[5,80,12]",0,0
194,183,0,9,1,0,Gậy chong chóng,16,60,60,1,36,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,4,0,0,"[[28,5],[29,90],[30,13]]","[5,90,13]",0,0
195,184,0,9,1,0,Gậy chong chóng,51,60,60,1,42,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,5,0,0,"[[28,5],[29,100],[30,14]]","[5,100,14]",0,0
196,185,0,9,1,0,Gậy chong chóng,51,60,60,1,49,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,6,0,0,"[[28,5],[29,110],[30,15]]","[5,110,15]",0,0
197,186,0,9,1,0,Gậy chong chóng,51,60,60,1,58,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,7,0,0,"[[28,5],[29,120],[30,16]]","[5,120,16]",0,0
198,187,0,9,1,0,Gậy chong chóng,51,60,60,1,68,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,8,0,0,"[[28,5],[29,130],[30,17]]","[5,130,17]",0,0
199,188,0,9,1,0,Gậy chong chóng,51,60,60,1,80,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,9,0,0,"[[28,5],[29,140],[30,18]]","[5,140,18]",0,0
200,189,0,9,1,0,Gậy chong chóng,52,60,60,1,93,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,10,0,0,"[[28,5],[29,150],[30,19]]","[5,150,19]",0,0
201,190,0,9,1,0,Gậy chong chóng,52,60,60,1,107,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,11,0,0,"[[28,5],[29,160],[30,20]]","[5,160,20]",0,0
202,191,0,9,1,0,Gậy chong chóng,52,60,60,1,122,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,12,0,0,"[[28,5],[29,170],[30,21]]","[5,170,21]",0,0
203,192,0,9,1,0,Gậy chong chóng,52,60,60,1,139,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,13,0,0,"[[28,5],[29,180],[30,22]]","[5,180,22]",0,0
204,193,0,9,1,0,Gậy chong chóng,52,60,60,1,157,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,14,0,0,"[[28,5],[29,190],[30,23]]","[5,190,23]",0,0
205,194,0,9,1,0,Gậy chong chóng,189,60,60,1,177,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,15,0,0,"[[28,5],[29,200],[30,24]]","[5,200,24]",0,0
206,195,0,9,1,0,Gậy chong chóng,189,60,60,1,198,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,16,0,0,"[[28,5],[29,210],[30,25]]","[5,210,25]",0,0
207,196,0,9,1,0,Gậy chong chóng,189,60,60,1,220,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,17,0,0,"[[28,5],[29,220],[30,26]]","[5,220,26]",0,0
208,197,0,9,1,0,Gậy chong chóng,189,60,60,1,244,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,18,0,0,"[[28,5],[29,230],[30,27]]","[5,230,27]",0,0
209,198,0,9,1,0,Gậy chong chóng,189,60,60,1,269,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,19,0,0,"[[28,5],[29,240],[30,28]]","[5,240,28]",0,0
210,199,0,9,1,0,Gậy chong chóng,221,60,60,1,295,0,1000,1,Đòn tấn công khéo léo bằng gậy của một hoa tiêu.,20,0,0,"[[28,5],[29,250],[30,29]]","[5,250,29]",0,0
211,200,1,10,1,0,Bong bóng tích điện,9,120,120,1,70,3,4000,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,1,0,0,"[[28,6],[29,120],[30,60]]","[6,120,60]",0,0
212,200,1,10,1,0,Bong bóng tích điện,9,120,120,1,70,3,4000,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,-1,0,0,"[[28,6],[29,120],[30,60]]","[6,120,60]",0,0
214,201,1,10,1,0,Bong bóng tích điện,9,120,120,1,78,3,3900,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,2,0,0,"[[28,6],[29,130],[30,60]]","[6,130,60]",0,0
215,202,1,10,1,0,Bong bóng tích điện,9,120,120,1,87,3,3800,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,3,0,0,"[[28,6],[29,140],[30,60]]","[6,140,60]",0,0
216,203,1,10,1,0,Bong bóng tích điện,9,120,120,1,100,3,3700,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,4,0,0,"[[28,6],[29,150],[30,60]]","[6,150,60]",0,0
217,204,1,10,1,0,Bong bóng tích điện,53,120,120,1,117,4,3600,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,5,0,0,"[[13,50],[28,6],[29,160],[30,60]]","[6,160,60]",0,0
218,205,1,10,1,0,Bong bóng tích điện,53,120,120,1,138,4,3500,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,6,0,0,"[[13,50],[28,6],[29,170],[30,60]]","[6,170,60]",0,0
219,206,1,10,1,0,Bong bóng tích điện,53,120,120,1,163,4,3400,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,7,0,0,"[[13,50],[28,6],[29,180],[30,60]]","[6,180,60]",0,0
220,207,1,10,1,0,Bong bóng tích điện,53,120,120,1,191,4,3300,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,8,0,0,"[[13,50],[28,6],[29,190],[30,60]]","[6,190,60]",0,0
221,208,1,10,1,0,Bong bóng tích điện,53,120,120,1,223,4,3200,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,9,0,0,"[[13,50],[28,6],[29,200],[30,60]]","[6,200,60]",0,0
222,209,1,10,1,0,Bong bóng tích điện,63,120,120,1,259,6,3100,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,10,0,0,"[[13,60],[28,6],[29,210],[30,80]]","[6,210,80]",0,0
223,210,1,10,1,0,Bong bóng tích điện,63,120,120,1,299,6,3000,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,11,0,0,"[[13,60],[28,6],[29,220],[30,80]]","[6,220,80]",0,0
224,211,1,10,1,0,Bong bóng tích điện,63,120,120,1,342,6,2900,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,12,0,0,"[[13,60],[28,6],[29,230],[30,80]]","[6,230,80]",0,0
225,212,1,10,1,0,Bong bóng tích điện,63,120,120,1,390,6,2800,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,13,0,0,"[[13,60],[28,6],[29,240],[30,80]]","[6,240,80]",0,0
226,213,1,10,1,0,Bong bóng tích điện,63,120,120,1,441,6,2700,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,14,0,0,"[[13,60],[28,6],[29,250],[30,80]]","[6,250,80]",0,0
227,214,1,10,1,0,Bong bóng tích điện,190,120,120,1,496,9,2600,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,15,0,0,"[[13,70],[28,6],[29,260],[30,80]]","[6,260,80]",0,0
228,215,1,10,1,0,Bong bóng tích điện,190,120,120,1,554,9,2500,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,16,0,0,"[[13,70],[28,6],[29,270],[30,80]]","[6,270,80]",0,0
229,216,1,10,1,0,Bong bóng tích điện,190,120,120,1,617,9,2400,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,17,0,0,"[[13,70],[28,6],[29,280],[30,80]]","[6,280,80]",0,0
230,217,1,10,1,0,Bong bóng tích điện,190,120,120,1,683,9,2300,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,18,0,0,"[[13,70],[28,6],[29,290],[30,80]]","[6,290,80]",0,0
231,218,1,10,1,0,Bong bóng tích điện,190,120,120,1,753,9,2200,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,19,0,0,"[[13,70],[28,6],[29,300],[30,80]]","[6,300,80]",0,0
232,219,1,10,1,0,Bong bóng tích điện,222,120,120,1,827,9,2100,1,Phóng những quả bóng hơi nước gây sock điện bất cứ ai đến gần nó.,20,0,0,"[[13,80],[28,6],[29,310],[30,80]]","[6,310,80]",0,0
233,220,2,11,1,0,Bão sấm,31,80,80,4,40,6,9000,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,1,0,0,[],"[0,-1,-1]",0,0
234,220,2,11,1,0,Bão sấm,31,80,80,4,40,6,9000,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,-1,0,0,[],"[0,-1,-1]",0,0
236,221,2,11,1,0,Bão sấm,31,80,80,4,44,6,8800,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,2,0,0,[],"[0,-1,-1]",0,0
237,222,2,11,1,0,Bão sấm,31,80,80,4,50,7,8600,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,3,0,0,[],"[0,-1,-1]",0,0
238,223,2,11,1,0,Bão sấm,31,80,80,4,57,7,8400,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,4,0,0,[],"[0,-1,-1]",0,0
239,224,2,11,1,0,Bão sấm,55,80,80,4,67,8,8200,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,5,0,0,[],"[0,-1,-1]",0,0
240,225,2,11,1,0,Bão sấm,55,80,80,4,79,8,8000,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,6,0,0,[],"[0,-1,-1]",0,0
241,226,2,11,1,0,Bão sấm,55,80,80,4,93,9,7800,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,7,0,0,[],"[0,-1,-1]",0,0
242,227,2,11,1,0,Bão sấm,55,80,80,4,109,9,7600,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,8,0,0,[],"[0,-1,-1]",0,0
243,228,2,11,1,0,Bão sấm,55,80,80,4,128,10,7400,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,9,0,0,[],"[0,-1,-1]",0,0
244,229,2,11,1,0,Bão sấm,56,80,80,5,148,10,7200,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,10,0,0,"[[28,6],[29,70],[30,60]]","[6,70,60]",0,0
245,230,2,11,1,0,Bão sấm,56,80,80,5,171,11,7000,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,11,0,0,"[[28,6],[29,70],[30,60]]","[6,70,60]",0,0
246,231,2,11,1,0,Bão sấm,56,80,80,5,196,11,6800,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,12,0,0,"[[28,6],[29,80],[30,60]]","[6,80,60]",0,0
247,232,2,11,1,0,Bão sấm,56,80,80,5,223,12,6600,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,13,0,0,"[[28,6],[29,80],[30,60]]","[6,80,60]",0,0
248,233,2,11,1,0,Bão sấm,56,80,80,5,252,12,6400,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,14,0,0,"[[28,6],[29,90],[30,60]]","[6,90,60]",0,0
249,234,2,11,1,0,Bão sấm,191,80,80,5,283,13,6200,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,15,0,0,"[[28,6],[29,90],[30,60]]","[6,90,60]",0,0
250,235,2,11,1,0,Bão sấm,191,80,80,5,317,13,6000,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,16,0,0,"[[28,6],[29,100],[30,60]]","[6,100,60]",0,0
251,236,2,11,1,0,Bão sấm,191,80,80,5,352,14,5800,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,17,0,0,"[[28,6],[29,100],[30,60]]","[6,100,60]",0,0
252,237,2,11,1,0,Bão sấm,191,80,80,5,390,14,5600,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,18,0,0,"[[28,6],[29,110],[30,60]]","[6,110,60]",0,0
253,238,2,11,1,0,Bão sấm,191,80,80,5,430,15,5400,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,19,0,0,"[[28,6],[29,110],[30,60]]","[6,110,60]",0,0
254,239,2,11,1,0,Bão sấm,223,80,80,5,472,15,5200,1,Tạo ra một trận mây sấm diện rộng trên đầu đối thủ.,20,0,0,"[[28,6],[29,120],[30,60]]","[6,120,60]",0,0
255,240,0,12,1,0,Double Shot,57,120,120,1,25,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,1,0,0,[],"[0,-1,-1]",0,0
256,241,0,12,1,0,Double Shot,57,120,120,1,28,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,2,0,0,[],"[0,-1,-1]",0,0
257,242,0,12,1,0,Double Shot,57,120,120,1,31,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,3,0,0,[],"[0,-1,-1]",0,0
258,243,0,12,1,0,Double Shot,57,120,120,1,36,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,4,0,0,[],"[0,-1,-1]",0,0
259,244,0,12,1,0,Double Shot,58,120,120,1,42,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,5,0,0,[],"[0,-1,-1]",0,0
260,245,0,12,1,0,Double Shot,58,120,120,1,49,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,6,0,0,[],"[0,-1,-1]",0,0
261,246,0,12,1,0,Double Shot,58,120,120,1,58,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,7,0,0,[],"[0,-1,-1]",0,0
262,247,0,12,1,0,Double Shot,58,120,120,1,68,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,8,0,0,[],"[0,-1,-1]",0,0
263,248,0,12,1,0,Double Shot,58,120,120,1,80,0,1000,1,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,9,0,0,[],"[0,-1,-1]",0,0
264,249,0,12,1,0,Double Shot,126,120,120,1,93,0,1000,2,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,10,0,0,"[[28,4],[29,60],[30,20]]","[4,60,20]",0,0
265,250,0,12,1,0,Double Shot,126,120,120,1,107,0,1000,2,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,11,0,0,"[[28,4],[29,70],[30,22]]","[4,70,22]",0,0
266,251,0,12,1,0,Double Shot,126,120,120,1,122,0,1000,2,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,12,0,0,"[[28,4],[29,80],[30,24]]","[4,80,24]",0,0
267,252,0,12,1,0,Double Shot,126,120,120,1,139,0,1000,2,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,13,0,0,"[[28,4],[29,90],[30,26]]","[4,90,26]",0,0
268,253,0,12,1,0,Double Shot,126,120,120,1,157,0,1000,2,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,14,0,0,"[[28,4],[29,100],[30,28]]","[4,100,28]",0,0
269,254,0,12,1,0,Double Shot,192,120,120,1,177,0,1000,2,Kỹ năng bắn súng lục đôi của một xạ thủ hải tặc.,15,0,0,"[[28,4],[29,110],[30,30]]","[4,110,30]",0,0
