id,name,icon,indexInfoPotion,price,priceruby,istrade,hpmpother,timedelay,value,timeactive,nameuse
378,Táo,338,206,0,0,0,105,0,0,0,Sử dụng
379,Lê,332,206,0,0,0,105,0,0,0,Sử dụng
380,Cam,331,206,0,0,0,106,0,0,0,Sử dụng
381,Vé mời,333,206,0,0,0,107,0,0,0,Sử dụng
382,Thiệp mời,334,206,0,0,0,107,0,0,0,Sử dụng
383,Đồng xu cổ,337,206,0,0,0,108,0,0,0,Sử dụng
384,Vé săn heo,335,206,0,0,0,109,0,0,0,Sử dụng
385,Vé săn heo mọi,336,206,0,0,0,110,0,0,0,Sử dụng
386,Hạt giống,350,206,0,0,0,111,0,0,0,Sử dụng
387,Hạt giống thần kỳ,340,206,0,0,0,111,0,0,0,Sử dụng
388,Hạt giống may mắn,339,206,0,0,0,111,0,0,0,Sử dụng
389,Phân bón,342,206,0,0,0,112,0,0,0,Sử dụng
390,Bình nước,343,206,0,0,0,112,0,0,0,Sử dụng
391,Dâu,344,206,0,0,0,113,0,0,0,Sử dụng
392,Xoài,345,206,0,0,0,113,0,0,0,Sử dụng
393,Thanh long,346,206,0,0,0,113,0,0,0,Sử dụng
394,Mận,347,206,0,0,0,113,0,0,0,Sử dụng
395,Bưởi,348,206,0,0,0,113,0,0,0,Sử dụng
396,Giỏ trái cây,349,206,0,0,0,114,0,0,0,Sử dụng
397,Điểm hoạt động,351,206,0,0,0,115,0,0,0,Sử dụng
398,Radar truy tìm,144,207,0,0,0,116,0,0,0,Sử dụng
399,Bánh qui,352,208,0,0,0,117,0,0,0,
400,Kẹo 7 màu,353,208,0,0,0,117,0,0,0,
401,Kem tươi,354,208,0,0,0,117,0,0,0,
402,Singum,355,208,0,0,0,117,0,0,0,
403,Túi bánh ngọt,356,208,0,0,0,117,0,0,0,
404,Túi bi thủy tinh,357,208,0,0,0,117,0,0,0,
405,Kẹo bông gòn,358,208,0,0,0,117,0,0,0,
406,Vụn chocolate,359,208,0,0,0,117,0,0,0,
407,Bánh thập cẩm,163,216,0,0,0,51,0,0,0,sử dụng
408,Bánh đặc biệt,363,217,0,0,0,51,0,0,0,sử dụng
409,Dây Kẽm,360,256,0,0,0,24,0,0,0,
410,Đèn kéo quân,361,214,0,0,0,82,0,0,0,sử dụng
411,Đèn ống,369,213,0,0,0,82,0,0,0,sử dụng
412,Đèn tròn,370,214,0,0,0,82,0,0,0,sử dụng
413,Tiến cấp đơn,366,218,0,0,0,118,0,0,0,sử dụng
414,Kỹ năng đơn,367,219,0,0,0,119,0,0,0,sử dụng
415,Đại bổ đơn,368,220,0,0,0,120,0,0,0,sử dụng
416,Búa đục túi Cấp 1,372,221,0,0,0,121,0,0,0,sử dụng
417,Huy hiệu Dracula,373,263,0,0,0,122,0,0,0,Sử dụng
418,Huy hiệu Sói,374,263,0,0,0,123,0,0,0,Sử dụng
419,Bí ngô,375,224,0,0,0,124,0,0,0,Sử dụng
420,Bí ngô ma quái,377,225,0,0,0,125,0,0,0,Sử dụng
421,Bí ngô vui vẻ,376,226,0,0,0,124,0,0,0,Sử dụng
422,Bí ngô lo lắng,378,227,0,0,0,124,0,0,0,Sử dụng
423,Bí ngô sợ hãi,379,228,0,0,0,124,0,0,0,Sử dụng
424,Huy Hiệu Dracula Quỷ,381,222,0,0,0,122,0,0,0,Sử dụng
425,Huy hiệu Sói Ma,380,223,0,0,0,123,0,0,0,Sử dụng
426,Bí Ngô quỷ,382,225,0,0,0,126,0,0,0,Sử dụng
427,Trái bóng tối,383,10,0,0,1,7,0,0,0,Ăn
428,Thẻ thời trang Râu Đen,384,343,0,0,1,127,0,0,0,Sử dụng
429,Bó lạt tre,388,246,0,0,0,90,0,0,0,
430,Hũ gia vị,389,246,0,0,0,90,0,0,0,
431,Chuột Vàng,385,230,0,0,0,90,0,0,0,Sử dụng
432,Chuột Bạc,386,230,0,0,0,90,0,0,0,Sử dụng
433,Chuột Đồng,387,230,0,0,0,90,0,0,0,Sử dụng
434,Socola Đỏ,391,231,0,0,0,-1,0,0,0,Sử dụng
435,Socola Tím,392,231,0,0,0,-1,0,0,0,Sử dụng
436,Socola Sữa,393,231,0,0,0,-1,0,0,0,Sử dụng
437,Socola Love,394,231,0,0,0,-1,0,0,0,Sử dụng
438,Socola YOU,395,231,0,0,0,-1,0,0,0,Sử dụng
439,Hộp Socola,397,234,0,0,0,-1,0,0,0,Sử dụng
440,Rương tình yêu,396,232,0,0,0,0,0,0,0,Sử dụng
441,Ốc Sên,398,233,0,0,0,-2,0,0,0,
442,Mảnh bản đồ 1,399,235,0,0,1,-3,0,0,0,Đổi
443,Mảnh bản đồ 2,399,235,0,0,1,-3,0,0,0,Đổi
444,Mảnh bản đồ 3,399,235,0,0,1,-3,0,0,0,Đổi
445,Mảnh bản đồ 4,399,235,0,0,1,-3,0,0,0,Đổi
446,Mảnh bản đồ 5,399,235,0,0,1,-3,0,0,0,Đổi
447,Mảnh bản đồ 6,399,235,0,0,1,-3,0,0,0,Đổi
448,Mảnh bản đồ 7,399,235,0,0,1,-3,0,0,0,Đổi
449,Bản đồ kho báu,400,236,0,0,1,-4,0,0,0,
450,Vé biểu tượng Băng,401,237,0,0,0,-5,0,0,0,
451,Trang Giấy,402,238,0,0,0,-6,0,0,0,
452,Sách công thức,403,239,0,0,0,-6,0,0,0,
453,Vỏ ốc,404,240,0,0,0,-6,0,0,0,
454,Mảnh vỏ ốc,405,241,0,0,0,-6,0,0,0,
455,Rương Dial,407,343,0,0,0,-7,0,0,0,Sử dụng
456,Hộp trang phục cấp 1,406,243,0,0,0,93,0,0,0,Sử dụng
457,Búa đục DIAL,408,244,0,0,0,-8,0,0,0,
458,Bánh Giò,409,245,0,0,0,-9,0,0,0,Sử dụng
459,Rương bí ẩn,420,246,0,0,0,-10,0,0,0,Sử dụng
460,Trang giấy kinh,411,247,0,0,0,-11,0,0,0,
461,Lọ mực,412,247,0,0,0,-11,0,0,0,
462,Rương kì bí,418,248,0,0,0,-12,0,0,0,Sử dụng
463,Kinh kì bí,410,249,0,0,0,-11,0,0,0,
464,Chìa khóa kì bí,419,250,0,0,0,-11,0,0,0,
465,Đào tiên,416,251,0,0,0,-13,0,0,0,Ăn
466,Mảnh TT Ngộ Không,415,252,0,0,0,-14,0,0,0,
467,Thẻ TT Ngộ Không (60D),417,253,0,0,0,127,0,0,0,Sử dụng
468,Thẻ TT Ngộ Không (vv),417,253,0,0,0,127,0,0,0,Sử dụng
469,Hộp trang phục 2,414,254,0,0,0,93,0,0,0,Sử dụng
470,Rương kì bí cấp S,413,248,0,0,0,-12,0,0,0,Sử dụng
471,Bánh nướng,162,209,0,0,0,51,0,0,0,Sử dụng
472,Bánh dẻo,161,209,0,0,0,51,0,0,0,Sử dụng
473,Đèn ông sao,421,255,0,0,0,51,0,0,0,
474,Vòng Xuyến,422,256,0,0,0,51,0,0,0,
475,Thẻ TT Trung Thu,423,257,0,0,0,127,0,0,0,Sử dụng
476,Thuốc biến dị,426,258,0,0,0,-15,0,0,0,Sử dụng
477,Kẹo bí ẩn,424,259,0,0,0,-15,0,0,0,
478,Lửa thiên,425,259,0,0,0,-15,0,0,0,
479,Thẻ bí ẩn,430,259,0,0,0,-15,0,0,0,
480,Huy hiệu bí ẩn,427,259,0,0,0,-15,0,0,0,Sử dụng
481,Đồng xu bí ẩn,429,259,0,0,0,-15,0,0,0,
482,Hộp trang phục Halloween,428,260,0,0,0,93,0,0,0,Sử dụng
483,Rương ma quái,413,261,0,0,0,93,0,0,0,Sử dụng
484,Rương Halloween,167,262,0,0,0,-15,0,0,0,Sử dụng
485,Túi giáng sinh,436,183,0,0,0,-15,0,0,0,Sử dụng
486,Chuông giáng sinh,431,267,0,0,0,-15,0,0,0,
487,Vớ giáng sinh,432,267,0,0,0,-15,0,0,0,
488,Ngôi sao giáng sinh,433,267,0,0,0,-15,0,0,0,
489,Kẹo giáng sinh,437,119,0,0,0,-15,0,0,0,Sử dụng
490,Cỏ xanh,434,265,0,0,0,-15,0,0,0,
491,Cỏ 4 lá,435,266,0,0,0,-15,0,0,0,
492,Hộp quà giáng sinh,438,264,0,0,0,-15,0,0,0,Sử dụng
493,Kim cương xanh,493,268,0,0,0,-16,0,150,0,
494,Kim cương đỏ,494,269,0,0,0,-16,0,300,0,
495,Hồng ngọc,495,270,0,0,0,-16,0,350,0,
496,Lam ngọc,496,271,0,0,0,-16,0,400,0,
497,Huyết cẩm thạch,497,272,0,0,0,-16,0,450,0,
498,Lục cẩm thạch,498,273,0,0,0,-16,0,500,0,
499,San hô đỏ,499,274,0,0,0,-16,0,505,0,
500,San hô vàng,500,275,0,0,0,-16,0,510,0,
501,San hô lam,501,276,0,0,0,-16,0,515,0,
502,San hô lục,502,277,0,0,0,-16,0,520,0,
503,San hô tím,503,278,0,0,0,-16,0,525,0,
504,Thiên thạch vàng,504,279,0,0,0,-16,0,530,0,
505,Thiên thạch tím,505,280,0,0,0,-16,0,560,0,
506,Thiên thạch đỏ,506,281,0,0,0,-16,0,590,0,
507,Thiên thạch xanh,507,282,0,0,0,-16,0,620,0,
508,Ngọc trai vàng,508,283,0,0,0,-16,0,670,0,
509,Ngọc trai trắng,509,284,0,0,0,-16,0,720,0,
510,Ngọc trai đỏ,510,285,0,0,0,-16,0,770,0,
511,Ngọc trai xanh,511,286,0,0,0,-16,0,820,0,
512,Ngọc trai tím,512,287,0,0,0,-16,0,870,0,
513,Khoáng thạch vàng,513,288,0,0,0,-16,0,970,0,
514,Đá sao hỏa,514,289,0,0,0,-16,0,980,0,
515,Đá mặt trăng,515,290,0,0,0,-16,0,990,0,
516,Đá khổng tước,516,291,0,0,0,-16,0,995,0,
517,Ngọc đế quang,517,292,0,0,0,-16,0,1000,0,
518,Hôp trang phục tết,442,294,0,0,0,93,0,0,0,Sử dụng
519,Rương hành trình,443,295,0,0,0,-15,0,0,0,Sử dụng
520,Rương TT Franky,444,296,0,0,0,-15,0,0,0,Sử dụng
521,Mảnh TT Franky lịch lãm,445,297,0,0,0,-15,0,0,0,Ghép
522,Thẻ TT Franky lịch lãm,446,298,0,0,0,127,0,0,0,Sử dụng
523,Lá chuối,86,299,0,0,0,90,0,0,0,
524,Bột gạo,153,299,0,0,0,90,0,0,0,
525,Bánh Giầy,409,299,0,0,0,90,0,0,0,Ăn
526,Hộp quà đáp lễ,187,299,0,0,0,-15,0,0,0,Sử dụng
527,Rượu nền,518,299,0,0,0,-15,0,0,0,
528,Chất tạo màu,519,299,0,0,0,-15,0,0,0,
529,Chất tạo mùi,520,299,0,0,0,-15,0,0,0,
530,Aqua de Vanlecia,521,299,0,0,0,-17,0,0,0,Sử dụng
531,Blue Curacao,522,299,0,0,0,-17,0,0,0,Sử dụng
532,Old Fashioned,523,299,0,0,0,-17,0,0,0,Sử dụng
533,Sangria,524,299,0,0,0,-17,0,0,0,Sử dụng
534,Singapore Sling,525,299,0,0,0,-17,0,0,0,Sử dụng
535,Rương nguyên liệu hè,248,299,0,0,0,-15,0,0,0,Sử dụng
536,Mảnh trang phục 10x trắng,535,302,0,0,1,74,0,0,0,
537,Mảnh trang sức 10x trắng,536,303,0,0,1,74,0,1,0,
538,Mảnh vũ khí 10x trắng,537,304,0,0,1,74,0,2,0,
539,Mảnh trang phục 10x xanh,532,302,0,0,1,74,0,0,0,
540,Mảnh trang sức 10x xanh,533,303,0,0,1,74,0,1,0,
541,Mảnh vũ khí 10x xanh,534,304,0,0,1,74,0,2,0,
542,Mảnh trang phục 10x tím,529,302,0,0,1,74,0,0,0,
543,Mảnh trang sức 10x tím,530,303,0,0,1,74,0,1,0,
544,Mảnh vũ khí 10x tím,531,304,0,0,1,74,0,2,0,
545,Mảnh trang phục 10x cam,526,302,0,0,1,74,0,0,0,
546,Mảnh trang sức 10x cam,527,303,0,0,1,74,0,1,0,
547,Mảnh vũ khí 10x cam,528,304,0,0,1,74,0,2,0,
548,Khóa exp,538,305,3,0,0,-15,0,0,0,Sử dụng
549,Bảo hiểm chuyển hóa sơ,539,306,0,0,0,-15,0,0,0,Sử dụng
550,Bảo hiểm chuyển hóa trung,540,307,0,0,0,-15,0,0,0,Sử dụng
551,Bảo hiểm chuyển hóa cao,541,308,0,0,0,-15,0,0,0,Sử dụng
552,Dự đoán WALES,252,309,0,0,0,73,0,0,0,Sử dụng
553,Dự đoán Ý,252,309,0,0,0,73,0,0,0,Sử dụng
554,Dự đoán Hà Lan,252,309,0,0,0,73,0,0,0,Sử dụng
555,Dự đoán Đan Mạch,252,309,0,0,0,73,0,0,0,Sử dụng
556,Dự đoán Bỉ,252,309,0,0,0,73,0,0,0,Sử dụng
557,Dự đoán Áo,252,309,0,0,0,73,0,0,0,Sử dụng
558,Dự đoán Croatia,252,309,0,0,0,73,0,0,0,Sử dụng
559,Dự đoán Anh,252,309,0,0,0,73,0,0,0,Sử dụng
560,Dự đoán Đức,252,309,0,0,0,73,0,0,0,Sử dụng
561,Dự đoán Thụy Điển,252,309,0,0,0,73,0,0,0,Sử dụng
562,Dự đoán,252,309,0,0,0,73,0,0,0,Sử dụng
563,Dự đoán,252,309,0,0,0,73,0,0,0,Sử dụng
564,Dự đoán,252,309,0,0,0,73,0,0,0,Sử dụng
565,Dự đoán,252,309,0,0,0,73,0,0,0,Sử dụng
566,Dự đoán,252,309,0,0,0,73,0,0,0,Sử dụng
567,Dự đoán Tây Ban Nha,252,309,0,0,0,73,0,0,0,Sử dụng
568,Thẻ thời trang Euro,542,310,0,0,0,127,0,0,0,Sử dụng
569,Chè đậu đỏ,543,299,0,0,0,-11,0,0,0,Sử dụng
570,Chè đậu đỏ đặc biệt,544,299,0,0,0,-11,0,0,0,Sử dụng
571,Gỗ,545,299,0,0,0,-11,0,0,0,
572,Đá,546,299,0,0,0,-11,0,0,0,
573,Lông chim thước,547,299,0,0,0,-11,0,0,0,
574,Phiếu giao hàng,550,299,0,0,0,-11,0,0,0,Sử dụng
575,Giấy gói quà,104,311,0,0,0,-11,0,0,0,
576,Hộp bánh thượng hạng,165,312,0,0,0,-11,0,0,0,Sử dụng
577,Quả cầu Bí Ngô,168,343,0,0,0,40,0,0,0,Sử dụng
578,Rương đầu lâu,326,326,0,0,0,-11,0,0,0,Sử dụng
579,Mảnh xu hành trình,551,316,0,0,0,-11,0,0,0,
580,Xu hành trình,552,317,0,0,0,-11,0,0,0,
581,Thẻ TT Chopper khổng lồ,553,315,0,0,0,127,0,0,0,Sử dụng
582,Hộp quà số 5,566,343,0,0,0,-11,0,0,0,Sử dụng
583,Hộp quà số 6,566,343,0,0,0,-11,0,0,0,Sử dụng
584,Hộp quà số 7,566,343,0,0,0,-11,0,0,0,Sử dụng
585,Hộp quà số 8,566,343,0,0,0,-11,0,0,0,Sử dụng
586,Hộp qua sơ cấp,559,318,0,0,0,-11,0,0,0,Sử dụng
587,Hộp quà cao cấp,560,319,0,0,0,-11,0,0,0,Sử dụng
588,Khảm lv6 tự chọn,558,320,0,0,0,93,0,0,0,Sử dụng
589,Hộp trang phục Raid Suit,563,321,0,0,0,-11,0,0,0,Sử dụng
590,Gấu bông,564,299,0,0,0,-11,0,0,0,
591,cành hoa 20.10,565,299,0,0,0,-11,0,0,0,
592,Hộp quà số 1,566,325,0,0,0,-11,0,0,0,Sử dụng
593,Hộp quà số 2,566,326,0,0,0,-11,0,0,0,Sử dụng
594,Hộp quà số 3,566,327,0,0,0,-11,0,0,0,Sử dụng
595,Hộp quà số 4,566,328,0,0,0,-11,0,0,0,Sử dụng
596,Hộp quà đặc biệt,566,329,0,0,0,-11,0,0,0,Sử dụng
597,Bóng bạc,567,299,0,0,0,-11,0,0,0,
598,Bóng vàng,568,299,0,0,0,-11,0,0,0,
599,Vé world cup,570,299,0,0,0,-11,0,0,0,
600,Thẻ TT Trọng Tài WC,571,330,0,0,0,127,0,0,0,Sử dụng
601,Dự đoán Croatia,252,331,0,300,0,73,0,0,0,Sử dụng
602,Dự đoán Brasil,252,331,0,300,0,73,0,0,0,Sử dụng
603,Dự đoán Hà Lan,252,331,0,300,0,73,0,0,0,Sử dụng
604,Dự đoán Argentina,252,331,0,300,0,73,0,0,0,Sử dụng
605,Dự đoán Maroc,252,331,0,300,0,73,0,0,0,Sử dụng
606,Dự đoán Bồ Đào Nha,252,331,0,300,0,73,0,0,0,Sử dụng
607,Dự đoán Anh,252,331,0,300,0,73,0,0,0,Sử dụng
608,Dự đoán Pháp,252,331,0,300,0,73,0,0,0,Sử dụng
609,Rương Worldcup,573,299,0,0,0,-11,0,0,0,Sử dụng
610,Cúp Worldcup,569,299,0,0,0,100,0,0,0,Sử dụng
611,Bóng tuyết,294,334,0,0,0,40,0,0,0,Sử dụng
612,Cuộn len đỏ,296,333,0,0,0,-11,0,0,0,
613,Tất noel,432,119,0,0,0,-11,0,0,0,Sử dụng
614,Cuộn len trắng,574,333,0,0,0,-11,0,0,0,
615,Kim chỉ,575,333,0,0,0,-11,0,0,0,
616,Màu nhuộm đỏ,576,333,0,0,0,-11,0,0,0,
617,Màu nhuộm trắng,577,333,0,0,0,-11,0,0,0,
618,Than,578,333,0,0,0,-11,0,0,0,
619,Bông vải,579,333,0,0,0,-11,0,0,0,
620,Củi,580,333,0,0,0,-11,0,0,0,
621,Thẻ TT Argentina,581,335,0,0,0,-11,0,0,0,Sử dụng
622,Rương trang phục noel,184,336,0,0,0,93,0,0,0,Sử dụng
623,Cuộn chỉ 1,587,337,0,0,1,-11,0,0,0,
624,Cuộn chỉ 2,588,337,0,0,1,-11,0,0,0,
625,Cuộn chỉ 3,589,337,0,0,1,-11,0,0,0,
626,Cuộn chỉ 4,590,337,0,0,1,-11,0,0,0,
627,Chứng nhận sư phụ,591,338,0,0,0,-11,0,0,0,
628,Bùa xóa phản sư,566,336,0,10,0,127,0,0,0,Sử dụng
629,Cành Đào,192,339,0,0,1,-11,0,0,0,Sử dụng
630,Chữ Cùng,116,340,0,0,1,-11,0,0,0,
631,Chữ Vui,117,340,0,0,1,-11,0,0,0,
632,Chữ Đón,118,340,0,0,1,-11,0,0,0,
633,Chữ Tết,119,340,0,0,1,-11,0,0,0,
634,Chữ 2023,592,340,0,0,1,-11,0,0,0,
635,Hoa mai,191,119,0,0,1,-11,0,0,0,Sử dụng
636,Giấy đỏ,104,340,0,0,1,-11,0,0,0,
637,Hộp trang phục tết 1,594,341,0,0,0,93,0,0,0,Sử dụng
638,Hộp trang phục tết 2,595,342,0,0,1,93,0,0,0,Sử dụng
644,Đá Thời Không,601,345,0,0,1,93,0,0,0,Sử dụng
645,Đá Truyền Thuyết,602,346,3000,0,1,40,0,0,0,Sử dụng
646,Đá Siêu Truyền Thuyết,603,347,30000,0,1,40,0,0,0,Sử dụng
647,Cẩm thạch - Topaz thần thoại,604,348,0,0,1,66,0,1,0,
648,Cẩm thạch - Ruby thần thoại,605,349,0,0,1,66,0,1,0,
649,Cẩm thạch - Ngọc thần thoại,606,350,0,0,1,66,0,1,0,
650,Cẩm thạch - Saphia thần thoại,607,351,0,0,1,66,0,1,0,
651,Cẩm thạch - Thạch anh thần thoại,608,352,0,0,1,66,0,1,0,
652,Topaz - Cẩm thạch thần thoại,609,353,0,0,1,66,0,2,0,
653,Topaz - Ruby thần thoại,610,354,0,0,1,66,0,2,0,
654,Topaz - Ngọc thần thoại,611,355,0,0,1,66,0,2,0,
655,Topaz - Saphia thần thoại,612,356,0,0,1,66,0,2,0,
656,Topaz - Thạch Anh thần thoại,613,357,0,0,1,66,0,2,0,
657,Ruby - Cẩm thạch thần thoại,614,358,0,0,1,66,0,2,0,
658,Ruby - Topaz thần thoại,615,359,0,0,1,66,0,3,0,
659,Ruby - Ngọc thần thoại,616,360,0,0,1,66,0,3,0,
660,Ruby - Saphia thần thoại,617,361,0,0,1,66,0,3,0,
661,Ruby - Thạch anh thần thoại,618,362,0,0,1,66,0,3,0,
662,Ngọc - Cẩm thạch thần thoại,619,363,0,0,1,66,0,3,0,
663,Ngọc - Topaz thần thoại,620,364,0,0,1,66,0,3,0,
664,Ngọc - Ruby thần thoại,621,365,0,0,1,66,0,3,0,
665,Ngọc - Saphia thần thoại,622,366,0,0,1,66,0,3,0,
666,Ngọc - Thạch anh thần thoại,623,367,0,0,1,66,0,3,0,
667,Saphia - Cẩm thạch thần thoại,624,368,0,0,1,66,0,3,0,
668,Saphia - Topaz thần thoại,625,369,0,0,1,66,0,1,0,
669,Saphia - Ruby thần thoại,626,370,0,0,1,66,0,1,0,
670,Saphia - Ngọc thần thoại,627,371,0,0,1,66,0,1,0,
671,Saphia - Thạch anh thần thoại,628,372,0,0,1,66,0,1,0,
672,Thạch anh - Cẩm thạch thần thoại,629,373,0,0,1,66,0,1,0,
673,Thạch anh - Topaz thần thoại,630,374,0,0,1,66,0,3,0,
674,Thạch anh - Ruby thần thoại,631,375,0,0,1,66,0,3,0,
675,Thạch anh - Ngọc thần thoại,632,376,0,0,1,66,0,3,0,
676,Thạch anh - Saphia thần thoại,633,377,0,0,1,66,0,3,0,
677,Hổ phách - Cẩm thạch thần thoại,634,378,0,0,1,66,0,1,0,
678,Hổ phách - Topaz thần thoại,635,379,0,0,1,66,0,1,0,
679,Hổ phách - Ruby thần thoại,636,380,0,0,1,66,0,1,0,
680,Hổ phách - Ngọc thần thoại,637,381,0,0,1,66,0,1,0,
681,Hổ phách - Saphia thần thoại,638,382,0,0,1,66,0,1,0,
682,Hổ phách - Thạch anh thần thoại,639,383,0,0,1,66,0,1,0,
683,Đá Vô Cực Truyền Thuyết,640,384,0,0,1,40,0,0,0,Sử dụng
